periodname,organisationunitname,105-EP01c. Malaria Confirmed (B/s and RDT Positive),outlier
2023-05-01,Pajimo Military Health Centre II,304.0,False
2023-06-01,Pajimo Military Health Centre II,309.0,False
2023-07-01,Pajimo Military Health Centre II,217.0,False
2023-08-01,Pajimo Military Health Centre II,188.0,False
2023-09-01,Pajimo Military Health Centre II,248.0,False
2023-10-01,Pajimo Military Health Centre II,624.0,False
2023-11-01,Pajimo Military Health Centre II,656.0,True
2023-12-01,Pajimo Military Health Centre II,214.0,False
2024-01-01,Pajimo Military Health Centre II,186.0,False
2024-02-01,Pajimo Military Health Centre II,223.0,False
2023-03-01,Pajule Health Centre IV,247.0,True
2023-04-01,Pajule Health Centre IV,290.0,False
2023-05-01,Pajule Health Centre IV,869.0,False
2023-06-01,Pajule Health Centre IV,1291.0,True
2023-07-01,Pajule Health Centre IV,1116.0,False
2023-08-01,Pajule Health Centre IV,701.0,False
2023-09-01,Pajule Health Centre IV,446.0,False
2023-10-01,Pajule Health Centre IV,1025.0,False
2023-11-01,Pajule Health Centre IV,817.0,False
2023-12-01,Pajule Health Centre IV,642.0,False
2024-01-01,Pajule Health Centre IV,954.0,False
2024-02-01,Pajule Health Centre IV,763.4545454545455,False
2023-03-01,Pakeyo Health Centre II,145.0,False
2023-04-01,Pakeyo Health Centre II,229.0,False
2023-05-01,Pakeyo Health Centre II,413.0,True
2023-06-01,Pakeyo Health Centre II,356.0,False
2023-07-01,Pakeyo Health Centre II,409.0,False
2023-08-01,Pakeyo Health Centre II,140.0,False
2023-09-01,Pakeyo Health Centre II,262.0,False
2023-10-01,Pakeyo Health Centre II,149.0,False
2023-11-01,Pakeyo Health Centre II,136.0,True
2023-12-01,Pakeyo Health Centre II,156.0,False
2024-01-01,Pakeyo Health Centre II,158.0,False
2024-02-01,Pakeyo Health Centre II,232.0909090909091,False
2023-03-01,Pakor Health Centre II,210.0,False
2023-04-01,Pakor Health Centre II,206.0,False
2023-05-01,Pakor Health Centre II,694.0,False
2023-06-01,Pakor Health Centre II,914.0,True
2023-07-01,Pakor Health Centre II,831.0,False
2023-08-01,Pakor Health Centre II,880.0,False
2023-09-01,Pakor Health Centre II,116.0,True
2023-10-01,Pakor Health Centre II,324.0,False
2023-11-01,Pakor Health Centre II,547.0,False
2023-12-01,Pakor Health Centre II,472.0,False
2024-01-01,Pakor Health Centre II,268.0,False
2024-02-01,Pakor Health Centre II,496.54545454545456,False
2023-03-01,Palabek Ogili Health Centre III,561.0,False
2023-04-01,Palabek Ogili Health Centre III,552.0,False
2023-05-01,Palabek Ogili Health Centre III,822.0,False
2023-06-01,Palabek Ogili Health Centre III,583.0,False
2023-07-01,Palabek Ogili Health Centre III,1217.0,True
2023-08-01,Palabek Ogili Health Centre III,1042.0,False
2023-09-01,Palabek Ogili Health Centre III,958.0,False
2023-10-01,Palabek Ogili Health Centre III,780.0,False
2023-11-01,Palabek Ogili Health Centre III,802.0,False
2023-12-01,Palabek Ogili Health Centre III,559.0,False
2024-01-01,Palabek Ogili Health Centre III,397.0,True
2024-02-01,Palabek Ogili Health Centre III,752.0909090909091,False
2023-03-01,Palabek-Gem Health Centre III,488.0,False
2023-04-01,Palabek-Gem Health Centre III,444.0,True
2023-05-01,Palabek-Gem Health Centre III,452.0,False
2023-06-01,Palabek-Gem Health Centre III,1081.0,False
2023-07-01,Palabek-Gem Health Centre III,1204.0,True
2023-08-01,Palabek-Gem Health Centre III,821.0,False
2023-09-01,Palabek-Gem Health Centre III,660.0,False
2023-10-01,Palabek-Gem Health Centre III,707.0,False
2023-11-01,Palabek-Gem Health Centre III,647.0,False
2023-12-01,Palabek-Gem Health Centre III,708.0,False
2024-01-01,Palabek-Gem Health Centre III,797.0,False
2024-02-01,Palabek-Gem Health Centre III,728.0909090909091,False
2023-03-01,Palabek-Kal Health Centre IV,286.0,True
2023-04-01,Palabek-Kal Health Centre IV,544.0,False
2023-05-01,Palabek-Kal Health Centre IV,1065.0,True
2023-06-01,Palabek-Kal Health Centre IV,785.0,False
2023-07-01,Palabek-Kal Health Centre IV,982.0,False
2023-08-01,Palabek-Kal Health Centre IV,373.0,False
2023-09-01,Palabek-Kal Health Centre IV,540.0,False
2023-10-01,Palabek-Kal Health Centre IV,691.0,False
2023-11-01,Palabek-Kal Health Centre IV,854.0,False
2023-12-01,Palabek-Kal Health Centre IV,497.0,False
2024-01-01,Palabek-Kal Health Centre IV,496.0,False
2024-02-01,Palabek-Kal Health Centre IV,646.6363636363636,False
2023-03-01,Palenga Health Centre II,183.0,False
2023-04-01,Palenga Health Centre II,345.0,False
2023-05-01,Palenga Health Centre II,559.0,True
2023-06-01,Palenga Health Centre II,263.0,False
2023-07-01,Palenga Health Centre II,249.0,False
2023-08-01,Palenga Health Centre II,357.0,False
2023-09-01,Palenga Health Centre II,159.0,True
2023-10-01,Palenga Health Centre II,247.0,False
2023-11-01,Palenga Health Centre II,359.0,False
2023-12-01,Palenga Health Centre II,343.0,False
2024-01-01,Palenga Health Centre II,267.0,False
2024-02-01,Palenga Health Centre II,302.8181818181818,False
2023-03-01,Paloga Health Centre III,366.0,False
2023-04-01,Paloga Health Centre III,199.0,True
2023-05-01,Paloga Health Centre III,608.0,False
2023-06-01,Paloga Health Centre III,1027.0,False
2023-07-01,Paloga Health Centre III,1216.0,True
2023-08-01,Paloga Health Centre III,774.0,False
2023-09-01,Paloga Health Centre III,942.0,False
2023-10-01,Paloga Health Centre III,983.0,False
2023-11-01,Paloga Health Centre III,690.0,False
2023-12-01,Paloga Health Centre III,982.0,False
2024-01-01,Paloga Health Centre III,614.0,False
2024-02-01,Paloga Health Centre III,763.7272727272727,False
2023-03-01,Paluda Health Centre III,1134.0,False
2023-04-01,Paluda Health Centre III,2117.0,False
2023-05-01,Paluda Health Centre III,2596.0,False
2023-06-01,Paluda Health Centre III,2825.0,True
2023-07-01,Paluda Health Centre III,2434.0,False
2023-08-01,Paluda Health Centre III,1320.0,False
2023-09-01,Paluda Health Centre III,1476.0,False
2023-10-01,Paluda Health Centre III,945.0,True
2023-11-01,Paluda Health Centre III,1027.0,False
2023-12-01,Paluda Health Centre III,1082.0,False
2024-01-01,Paluda Health Centre III,1473.0,False
2024-02-01,Paluda Health Centre III,1675.3636363636363,False
2023-03-01,Palukere Health Centre II,210.0,False
2023-04-01,Palukere Health Centre II,176.0,False
2023-05-01,Palukere Health Centre II,8.0,False
2023-06-01,Palukere Health Centre II,259.0,False
2023-07-01,Palukere Health Centre II,469.0,True
2023-08-01,Palukere Health Centre II,201.6,False
2023-09-01,Palukere Health Centre II,99.0,False
2023-10-01,Palukere Health Centre II,408.0,False
2023-11-01,Palukere Health Centre II,224.0,False
2023-12-01,Palukere Health Centre II,159.0,False
2024-01-01,Palukere Health Centre II,4.0,True
2024-02-01,Palukere Health Centre II,201.6,False
2023-03-01,Palwak Health Centre II,89.0,True
2023-04-01,Palwak Health Centre II,134.0,False
2023-05-01,Palwak Health Centre II,155.0,False
2023-06-01,Palwak Health Centre II,156.0,False
2023-07-01,Palwak Health Centre II,160.0,False
2023-08-01,Palwak Health Centre II,180.0,True
2023-09-01,Palwak Health Centre II,106.0,False
2023-10-01,Palwak Health Centre II,117.0,False
2023-11-01,Palwak Health Centre II,98.0,False
2023-12-01,Palwak Health Centre II,128.0,False
2024-01-01,Palwak Health Centre II,125.0,False
2024-02-01,Palwak Health Centre II,131.63636363636363,False
2023-03-01,Pandwong Health Centre III,352.0,True
2023-04-01,Pandwong Health Centre III,481.0,False
2023-05-01,Pandwong Health Centre III,997.0,True
2023-06-01,Pandwong Health Centre III,985.0,False
2023-07-01,Pandwong Health Centre III,743.0,False
2023-08-01,Pandwong Health Centre III,792.0,False
2023-09-01,Pandwong Health Centre III,839.0,False
2023-10-01,Pandwong Health Centre III,970.0,False
2023-11-01,Pandwong Health Centre III,768.0,False
2023-12-01,Pandwong Health Centre III,515.0,False
2024-01-01,Pandwong Health Centre III,362.0,False
2024-02-01,Pandwong Health Centre III,709.4545454545455,False
2023-03-01,Pangira Health Centre II,140.0,False
2023-04-01,Pangira Health Centre II,288.0,False
2023-05-01,Pangira Health Centre II,591.0,True
2023-06-01,Pangira Health Centre II,516.0,False
2023-07-01,Pangira Health Centre II,538.0,False
2023-08-01,Pangira Health Centre II,228.0,False
2023-09-01,Pangira Health Centre II,375.0,False
2023-10-01,Pangira Health Centre II,213.0,False
2023-11-01,Pangira Health Centre II,426.0,False
2023-12-01,Pangira Health Centre II,302.0,False
2024-01-01,Pangira Health Centre II,82.0,True
2024-02-01,Pangira Health Centre II,336.27272727272725,False
2023-03-01,Panokrach Health Centre II,330.0,False
2023-04-01,Panokrach Health Centre II,139.0,False
2023-05-01,Panokrach Health Centre II,331.0,False
2023-06-01,Panokrach Health Centre II,491.0,False
2023-07-01,Panokrach Health Centre II,631.0,False
2023-08-01,Panokrach Health Centre II,299.0,False
2023-09-01,Panokrach Health Centre II,112.0,False
2023-10-01,Panokrach Health Centre II,918.0,True
2023-11-01,Panokrach Health Centre II,188.0,False
2023-12-01,Panokrach Health Centre II,42.0,False
2024-01-01,Panokrach Health Centre II,34.0,True
2024-02-01,Panokrach Health Centre II,319.54545454545456,False
2023-03-01,Paraa Health Centre III,143.5,False
2023-04-01,Paraa Health Centre III,143.5,False
2023-05-01,Paraa Health Centre III,143.5,False
2023-06-01,Paraa Health Centre III,143.5,False
2023-07-01,Paraa Health Centre III,143.5,False
2023-08-01,Paraa Health Centre III,164.0,True
2023-09-01,Paraa Health Centre III,144.0,False
2023-10-01,Paraa Health Centre III,162.0,False
2023-11-01,Paraa Health Centre III,159.0,False
2023-12-01,Paraa Health Centre III,120.0,False
2024-01-01,Paraa Health Centre III,112.0,True
2024-02-01,Paraa Health Centre III,143.5,False
2023-03-01,Paraa Safari Lodge Clinic,15.0,False
2023-04-01,Paraa Safari Lodge Clinic,2.0,True
2023-05-01,Paraa Safari Lodge Clinic,12.0,False
2023-06-01,Paraa Safari Lodge Clinic,32.0,True
2023-07-01,Paraa Safari Lodge Clinic,20.0,False
2023-08-01,Paraa Safari Lodge Clinic,17.0,False
2023-09-01,Paraa Safari Lodge Clinic,9.0,False
2023-10-01,Paraa Safari Lodge Clinic,14.0,False
2023-11-01,Paraa Safari Lodge Clinic,11.0,False
2023-12-01,Paraa Safari Lodge Clinic,24.0,False
2024-01-01,Paraa Safari Lodge Clinic,10.0,False
2024-02-01,Paraa Safari Lodge Clinic,15.090909090909092,False
2023-03-01,Parabongo Health Centre II,204.0,False
2023-04-01,Parabongo Health Centre II,216.0,False
2023-05-01,Parabongo Health Centre II,289.0,False
2023-06-01,Parabongo Health Centre II,582.0,False
2023-07-01,Parabongo Health Centre II,623.0,True
2023-08-01,Parabongo Health Centre II,426.0,False
2023-09-01,Parabongo Health Centre II,569.0,False
2023-10-01,Parabongo Health Centre II,423.0,False
2023-11-01,Parabongo Health Centre II,382.2,False
2023-12-01,Parabongo Health Centre II,300.0,False
2024-01-01,Parabongo Health Centre II,190.0,True
2024-02-01,Parabongo Health Centre II,382.2,False
2023-03-01,Patiko Health Centre III,222.0,False
2023-04-01,Patiko Health Centre III,323.0,False
2023-05-01,Patiko Health Centre III,600.0,False
2023-06-01,Patiko Health Centre III,609.0,False
2023-07-01,Patiko Health Centre III,912.0,True
2023-08-01,Patiko Health Centre III,611.0,False
2023-09-01,Patiko Health Centre III,436.0,False
2023-10-01,Patiko Health Centre III,466.0,False
2023-11-01,Patiko Health Centre III,649.0,False
2023-12-01,Patiko Health Centre III,718.0,False
2024-01-01,Patiko Health Centre III,392.0,False
2024-02-01,Patiko Health Centre III,124.0,True
2023-03-01,Patongo Health Centre III,515.0,False
2023-04-01,Patongo Health Centre III,315.0,True
2023-05-01,Patongo Health Centre III,841.0,False
2023-06-01,Patongo Health Centre III,1351.0,False
2023-07-01,Patongo Health Centre III,1834.0,True
2023-08-01,Patongo Health Centre III,1277.0,False
2023-09-01,Patongo Health Centre III,1434.0,False
2023-10-01,Patongo Health Centre III,998.0,False
2023-11-01,Patongo Health Centre III,960.0,False
2023-12-01,Patongo Health Centre III,671.0,False
2024-01-01,Patongo Health Centre III,903.0,False
2024-02-01,Patongo Health Centre III,1009.0,False
2023-03-01,Patongo Prisons Health Centre II,45.0,False
2023-04-01,Patongo Prisons Health Centre II,29.0,True
2023-05-01,Patongo Prisons Health Centre II,40.0,False
2023-06-01,Patongo Prisons Health Centre II,78.0,False
2023-07-01,Patongo Prisons Health Centre II,84.9,False
2023-08-01,Patongo Prisons Health Centre II,48.0,False
2023-09-01,Patongo Prisons Health Centre II,218.0,True
2023-10-01,Patongo Prisons Health Centre II,85.0,False
2023-11-01,Patongo Prisons Health Centre II,75.0,False
2023-12-01,Patongo Prisons Health Centre II,111.0,False
2024-01-01,Patongo Prisons Health Centre II,120.0,False
2024-02-01,Patongo Prisons Health Centre II,84.9,False
2023-03-01,Patuda Health Centre II,242.0,False
2023-04-01,Patuda Health Centre II,66.0,False
2023-05-01,Patuda Health Centre II,411.0,False
2023-06-01,Patuda Health Centre II,394.0,False
2023-07-01,Patuda Health Centre II,496.0,True
2023-08-01,Patuda Health Centre II,283.0,False
2023-09-01,Patuda Health Centre II,155.0,False
2023-10-01,Patuda Health Centre II,227.0,False
2023-11-01,Patuda Health Centre II,428.0,False
2023-12-01,Patuda Health Centre II,256.0,False
2024-01-01,Patuda Health Centre II,20.0,True
2024-02-01,Patuda Health Centre II,270.72727272727275,False
2023-03-01,Pauma Health Centre II,93.0,True
2023-04-01,Pauma Health Centre II,204.0,False
2023-05-01,Pauma Health Centre II,447.0,False
2023-06-01,Pauma Health Centre II,265.0,False
2023-07-01,Pauma Health Centre II,476.0,True
2023-08-01,Pauma Health Centre II,356.0,False
2023-09-01,Pauma Health Centre II,349.0,False
2023-10-01,Pauma Health Centre II,227.0,False
2023-11-01,Pauma Health Centre II,377.0,False
2023-12-01,Pauma Health Centre II,223.0,False
2024-01-01,Pauma Health Centre II,301.7,False
2024-02-01,Pauma Health Centre II,301.7,False
2023-03-01,Pawach Health Centre II,64.0,False
2023-04-01,Pawach Health Centre II,132.0,False
2023-05-01,Pawach Health Centre II,429.0,False
2023-06-01,Pawach Health Centre II,517.0,True
2023-07-01,Pawach Health Centre II,354.0,False
2023-08-01,Pawach Health Centre II,201.0,False
2023-09-01,Pawach Health Centre II,352.0,False
2023-10-01,Pawach Health Centre II,298.0,False
2023-11-01,Pawach Health Centre II,320.0,False
2023-12-01,Pawach Health Centre II,210.0,False
2024-01-01,Pawach Health Centre II,32.0,True
2024-02-01,Pawach Health Centre II,264.45454545454544,False
2023-03-01,Pawel Angany Health Centre II,272.0,False
2023-04-01,Pawel Angany Health Centre II,199.0,False
2023-05-01,Pawel Angany Health Centre II,355.0,False
2023-06-01,Pawel Angany Health Centre II,347.0,False
2023-07-01,Pawel Angany Health Centre II,418.0,False
2023-08-01,Pawel Angany Health Centre II,613.0,False
2023-09-01,Pawel Angany Health Centre II,402.0,False
2023-10-01,Pawel Angany Health Centre II,535.0,False
2023-11-01,Pawel Angany Health Centre II,622.0,True
2023-12-01,Pawel Angany Health Centre II,371.0,False
2024-01-01,Pawel Angany Health Centre II,27.0,True
2024-02-01,Pawel Angany Health Centre II,378.27272727272725,False
2023-03-01,Pawel Health Centre II,497.0,False
2023-04-01,Pawel Health Centre II,446.0,False
2023-05-01,Pawel Health Centre II,179.0,False
2023-06-01,Pawel Health Centre II,773.0,False
2023-07-01,Pawel Health Centre II,436.09090909090907,False
2023-08-01,Pawel Health Centre II,933.0,True
2023-09-01,Pawel Health Centre II,372.0,False
2023-10-01,Pawel Health Centre II,394.0,False
2023-11-01,Pawel Health Centre II,669.0,False
2023-12-01,Pawel Health Centre II,307.0,False
2024-01-01,Pawel Health Centre II,219.0,False
2024-02-01,Pawel Health Centre II,8.0,True
2023-03-01,Pawidi Health Centre II,335.0,False
2023-04-01,Pawidi Health Centre II,98.0,False
2023-05-01,Pawidi Health Centre II,103.0,False
2023-06-01,Pawidi Health Centre II,375.0,False
2023-07-01,Pawidi Health Centre II,382.0,False
2023-08-01,Pawidi Health Centre II,224.0,False
2023-09-01,Pawidi Health Centre II,133.0,False
2023-10-01,Pawidi Health Centre II,1006.0,True
2023-11-01,Pawidi Health Centre II,287.0,False
2023-12-01,Pawidi Health Centre II,144.0,False
2024-01-01,Pawidi Health Centre II,3.0,True
2024-02-01,Pawidi Health Centre II,280.90909090909093,False
2023-03-01,Pearl Medical Centre,24.0,False
2023-04-01,Pearl Medical Centre,34.0,False
2023-05-01,Pearl Medical Centre,28.0,False
2023-06-01,Pearl Medical Centre,27.0,False
2023-07-01,Pearl Medical Centre,26.0,False
2023-08-01,Pearl Medical Centre,39.0,False
2023-09-01,Pearl Medical Centre,31.555555555555557,False
2023-10-01,Pearl Medical Centre,57.0,True
2023-11-01,Pearl Medical Centre,27.0,False
2023-12-01,Pearl Medical Centre,22.0,True
2024-01-01,Pearl Medical Centre,31.555555555555557,False
2024-02-01,Pearl Medical Centre,31.555555555555557,False
2023-03-01,Pece Prisons Health Centre II,12.0,True
2023-04-01,Pece Prisons Health Centre II,24.0,False
2023-05-01,Pece Prisons Health Centre II,58.0,False
2023-06-01,Pece Prisons Health Centre II,60.0,False
2023-07-01,Pece Prisons Health Centre II,42.0,False
2023-08-01,Pece Prisons Health Centre II,31.0,False
2023-09-01,Pece Prisons Health Centre II,38.0,False
2023-10-01,Pece Prisons Health Centre II,21.0,False
2023-11-01,Pece Prisons Health Centre II,30.0,False
2023-12-01,Pece Prisons Health Centre II,63.0,True
2024-01-01,Pece Prisons Health Centre II,38.0,False
2024-02-01,Pece Prisons Health Centre II,37.90909090909091,False
2023-03-01,Pikwo Medical Centre Clinic,94.0,False
2023-04-01,Pikwo Medical Centre Clinic,98.0,False
2023-05-01,Pikwo Medical Centre Clinic,133.0,True
2023-06-01,Pikwo Medical Centre Clinic,109.0,False
2023-07-01,Pikwo Medical Centre Clinic,85.0,False
2023-08-01,Pikwo Medical Centre Clinic,104.0,False
2023-09-01,Pikwo Medical Centre Clinic,29.0,True
2023-10-01,Pikwo Medical Centre Clinic,42.0,False
2023-11-01,Pikwo Medical Centre Clinic,40.0,False
2023-12-01,Pikwo Medical Centre Clinic,75.0,False
2024-01-01,Pikwo Medical Centre Clinic,57.0,False
2024-02-01,Pikwo Medical Centre Clinic,78.72727272727273,False
2023-03-01,Piwan Medical Centre,65.0,False
2023-04-01,Piwan Medical Centre,65.0,False
2023-05-01,Piwan Medical Centre,65.0,False
2023-06-01,Piwan Medical Centre,65.0,False
2023-07-01,Piwan Medical Centre,65.0,False
2023-08-01,Piwan Medical Centre,65.0,False
2023-09-01,Piwan Medical Centre,65.0,False
2023-10-01,Piwan Medical Centre,65.0,False
2023-11-01,Piwan Medical Centre,65.0,False
2023-12-01,Piwan Medical Centre,65.0,False
2024-01-01,Piwan Medical Centre,65.0,False
2024-02-01,Piwan Medical Centre,65.0,False
2023-03-01,Pogo Health Centre II,228.0,False
2023-04-01,Pogo Health Centre II,147.0,True
2023-05-01,Pogo Health Centre II,210.0,False
2023-06-01,Pogo Health Centre II,366.0,False
2023-07-01,Pogo Health Centre II,360.0,False
2023-08-01,Pogo Health Centre II,227.0,False
2023-09-01,Pogo Health Centre II,253.0,False
2023-10-01,Pogo Health Centre II,251.0,False
2023-11-01,Pogo Health Centre II,387.0,True
2023-12-01,Pogo Health Centre II,277.0,False
2024-01-01,Pogo Health Centre II,164.0,False
2024-02-01,Pogo Health Centre II,260.90909090909093,False
2023-03-01,Porogali Health Centre II,413.0,False
2023-04-01,Porogali Health Centre II,383.0,False
2023-05-01,Porogali Health Centre II,454.0,False
2023-06-01,Porogali Health Centre II,676.0,False
2023-07-01,Porogali Health Centre II,736.0,True
2023-08-01,Porogali Health Centre II,470.0,False
2023-09-01,Porogali Health Centre II,111.0,False
2023-10-01,Porogali Health Centre II,454.0,False
2023-11-01,Porogali Health Centre II,527.0,False
2023-12-01,Porogali Health Centre II,73.0,False
2024-01-01,Porogali Health Centre II,36.0,True
2024-02-01,Porogali Health Centre II,393.90909090909093,False
2023-03-01,Potika Health Centre II,169.0,False
2023-04-01,Potika Health Centre II,118.0,False
2023-05-01,Potika Health Centre II,549.0,False
2023-06-01,Potika Health Centre II,613.0,False
2023-07-01,Potika Health Centre II,851.0,True
2023-08-01,Potika Health Centre II,0.0,True
2023-09-01,Potika Health Centre II,87.0,False
2023-10-01,Potika Health Centre II,287.0,False
2023-11-01,Potika Health Centre II,528.0,False
2023-12-01,Potika Health Centre II,59.0,False
2024-01-01,Potika Health Centre II,79.0,False
2024-02-01,Potika Health Centre II,303.6363636363636,False
2023-03-01,Pudor Health Centre II,260.0,False
2023-04-01,Pudor Health Centre II,190.0,True
2023-05-01,Pudor Health Centre II,388.0,False
2023-06-01,Pudor Health Centre II,391.0,False
2023-07-01,Pudor Health Centre II,223.0,False
2023-08-01,Pudor Health Centre II,416.0,False
2023-09-01,Pudor Health Centre II,435.0,False
2023-10-01,Pudor Health Centre II,499.0,True
2023-11-01,Pudor Health Centre II,256.0,False
2023-12-01,Pudor Health Centre II,334.0,False
2024-01-01,Pudor Health Centre II,397.0,False
2024-02-01,Pudor Health Centre II,284.0,False
2023-03-01,Pugwinyi Health Centre II,366.0,False
2023-04-01,Pugwinyi Health Centre II,408.0,False
2023-05-01,Pugwinyi Health Centre II,562.0,False
2023-06-01,Pugwinyi Health Centre II,725.0,False
2023-07-01,Pugwinyi Health Centre II,775.0,True
2023-08-01,Pugwinyi Health Centre II,695.0,False
2023-09-01,Pugwinyi Health Centre II,626.0,False
2023-10-01,Pugwinyi Health Centre II,396.0,False
2023-11-01,Pugwinyi Health Centre II,774.0,False
2023-12-01,Pugwinyi Health Centre II,631.0,False
2024-01-01,Pugwinyi Health Centre II,165.0,True
2024-02-01,Pugwinyi Health Centre II,556.6363636363636,False
2023-03-01,Pukony Health Centre II,194.0,False
2023-04-01,Pukony Health Centre II,149.0,False
2023-05-01,Pukony Health Centre II,504.0,False
2023-06-01,Pukony Health Centre II,506.0,False
2023-07-01,Pukony Health Centre II,532.0,False
2023-08-01,Pukony Health Centre II,285.0,False
2023-09-01,Pukony Health Centre II,443.0,False
2023-10-01,Pukony Health Centre II,339.0,False
2023-11-01,Pukony Health Centre II,433.0,False
2023-12-01,Pukony Health Centre II,579.0,True
2024-01-01,Pukony Health Centre II,150.0,False
2024-02-01,Pukony Health Centre II,23.0,True
2023-03-01,Punena Health Centre II,68.0,True
2023-04-01,Punena Health Centre II,70.0,False
2023-05-01,Punena Health Centre II,159.0,False
2023-06-01,Punena Health Centre II,279.0,False
2023-07-01,Punena Health Centre II,358.0,False
2023-08-01,Punena Health Centre II,343.0,False
2023-09-01,Punena Health Centre II,115.0,False
2023-10-01,Punena Health Centre II,358.0,False
2023-11-01,Punena Health Centre II,385.0,True
2023-12-01,Punena Health Centre II,296.0,False
2024-01-01,Punena Health Centre II,240.0,False
2024-02-01,Punena Health Centre II,242.8181818181818,False
2023-03-01,Puranga Health Centre III,360.0,True
2023-03-01,Puranga Health Centre III,593.8181818181819,False
2023-04-01,Puranga Health Centre III,459.0,False
2023-04-01,Puranga Health Centre III,593.8181818181819,False
2023-05-01,Puranga Health Centre III,639.0,False
2023-05-01,Puranga Health Centre III,593.8181818181819,False
2023-06-01,Puranga Health Centre III,835.0,False
2023-06-01,Puranga Health Centre III,593.8181818181819,False
2023-07-01,Puranga Health Centre III,1011.0,True
2023-07-01,Puranga Health Centre III,593.8181818181819,False
2023-08-01,Puranga Health Centre III,653.0,False
2023-08-01,Puranga Health Centre III,593.8181818181819,False
2023-09-01,Puranga Health Centre III,465.0,False
2023-09-01,Puranga Health Centre III,593.8181818181819,False
2023-10-01,Puranga Health Centre III,463.0,False
2023-10-01,Puranga Health Centre III,593.8181818181819,False
2023-11-01,Puranga Health Centre III,623.0,False
2023-11-01,Puranga Health Centre III,593.8181818181819,False
2023-12-01,Puranga Health Centre III,634.0,False
2023-12-01,Puranga Health Centre III,593.8181818181819,False
2024-01-01,Puranga Health Centre III,390.0,False
2024-01-01,Puranga Health Centre III,593.8181818181819,False
2024-02-01,Puranga Health Centre III,593.8181818181819,False
2024-02-01,Puranga Health Centre III,593.8181818181819,False
2023-03-01,Purongo Health Centre III,645.0,False
2023-04-01,Purongo Health Centre III,737.0,False
2023-05-01,Purongo Health Centre III,785.0,False
2023-06-01,Purongo Health Centre III,338.0,True
2023-07-01,Purongo Health Centre III,962.0,True
2023-08-01,Purongo Health Centre III,870.0,False
2023-09-01,Purongo Health Centre III,673.0,False
2023-10-01,Purongo Health Centre III,594.0,False
2023-11-01,Purongo Health Centre III,773.0,False
2023-12-01,Purongo Health Centre III,410.0,False
2024-01-01,Purongo Health Centre III,353.0,False
2024-02-01,Purongo Health Centre III,649.0909090909091,False
2023-03-01,Rackoko Health Centre III,89.5,False
2023-04-01,Rackoko Health Centre III,89.5,False
2023-05-01,Rackoko Health Centre III,89.5,False
2023-06-01,Rackoko Health Centre III,89.5,False
2023-07-01,Rackoko Health Centre III,89.5,False
2023-08-01,Rackoko Health Centre III,89.5,False
2023-09-01,Rackoko Health Centre III,89.5,False
2023-10-01,Rackoko Health Centre III,0.0,True
2023-11-01,Rackoko Health Centre III,97.0,False
2023-12-01,Rackoko Health Centre III,185.0,True
2024-01-01,Rackoko Health Centre III,76.0,False
2024-02-01,Rackoko Health Centre III,89.5,False
2023-03-01,Reproductive Health Uganda (Gulu) Health Centre II,6.0,True
2023-04-01,Reproductive Health Uganda (Gulu) Health Centre II,12.0,False
2023-05-01,Reproductive Health Uganda (Gulu) Health Centre II,8.0,False
2023-06-01,Reproductive Health Uganda (Gulu) Health Centre II,16.0,False
2023-07-01,Reproductive Health Uganda (Gulu) Health Centre II,13.0,False
2023-08-01,Reproductive Health Uganda (Gulu) Health Centre II,15.0,False
2023-09-01,Reproductive Health Uganda (Gulu) Health Centre II,25.0,True
2023-10-01,Reproductive Health Uganda (Gulu) Health Centre II,10.0,False
2023-11-01,Reproductive Health Uganda (Gulu) Health Centre II,7.0,False
2023-12-01,Reproductive Health Uganda (Gulu) Health Centre II,12.9,False
2024-01-01,Reproductive Health Uganda (Gulu) Health Centre II,17.0,False
2024-02-01,Reproductive Health Uganda (Gulu) Health Centre II,12.9,False
2023-03-01,Romeo Health Centre II,153.0,False
2023-04-01,Romeo Health Centre II,136.0,False
2023-05-01,Romeo Health Centre II,136.0,False
2023-06-01,Romeo Health Centre II,173.0,False
2023-07-01,Romeo Health Centre II,217.0,False
2023-08-01,Romeo Health Centre II,237.0,False
2023-09-01,Romeo Health Centre II,246.55555555555554,False
2023-10-01,Romeo Health Centre II,545.0,True
2023-11-01,Romeo Health Centre II,284.0,False
2023-12-01,Romeo Health Centre II,246.55555555555554,False
2024-01-01,Romeo Health Centre II,338.0,False
2024-02-01,Romeo Health Centre II,246.55555555555554,False
2023-03-01,Rwotobilo Health Centre II,193.0,False
2023-04-01,Rwotobilo Health Centre II,162.0,False
2023-05-01,Rwotobilo Health Centre II,317.0,False
2023-06-01,Rwotobilo Health Centre II,244.0,False
2023-07-01,Rwotobilo Health Centre II,367.0,False
2023-08-01,Rwotobilo Health Centre II,260.0,False
2023-09-01,Rwotobilo Health Centre II,291.0,False
2023-10-01,Rwotobilo Health Centre II,347.0,False
2023-11-01,Rwotobilo Health Centre II,413.0,False
2023-12-01,Rwotobilo Health Centre II,570.0,True
2024-01-01,Rwotobilo Health Centre II,136.0,True
2024-02-01,Rwotobilo Health Centre II,300.0,False
2023-03-01,Sacred Heart Health Centre II,19.0,True
2023-04-01,Sacred Heart Health Centre II,47.0,False
2023-05-01,Sacred Heart Health Centre II,70.0,False
